Business Name,Business Category,Address,Contact
Mithai Ghar,Bakery and Cake Shop,"Satydev Mil, Mithai Ghar Main Road",075439 13877
Vaishnvi Sweets & Chart Corner,Sweet shop,HX5P+8PV,099558 26875
Desi Bharauli Shop,Sweet shop,Apsara Hotet,098355 16459
Hariom Sweets,Sweet shop,"Naya Bhojpur, Patna - Buxar Hwy",095760 87079
Pappukumar Singh So Ramji Singh,Sweet shop,Main Road,075460 12523
Shri Sai Sweet House,Fast Food,"Shop No 01, Ghazipur - Hajipur Rd, near Tahsil",096162 62286
MBA Chai Wala Cafe Buxar,Coffee shop,"HXGQ+4G2, Bypass Rd, near Indian Petrol Pump",070044 61610
Vishal Sweets,Sweet shop,"111, SH 13",099343 78304
Bharkha Devi Icekrrem,Sweet shop,"Devi Lal Bhawan, 12, Ara Nh 922 Road",090497 42331
Kanha Sweets Buxar,Sweet shop,"111, State Highway 13, Thatheri Bazar, Civil Lines",084349 22178
Chocolatey pan sshop,Chocolate shop,"HDFC Bank, PP Rd",085071 38336
Jai shree paihari ji sweet and chat,Sweet shop,Main road tiyara,099732 76824
Shivam Kirana,Sweet shop,"Noka Mill, Buxar - Itarhi Rd, near RAILWAY CROSSING",074797 49937
Dipak Sweet,Cake shop,Man Road,096315 17215
Jagdamba Sweet,Caterer,Railway Station,062022 66360
asian paint buxar,Paint store,"Amla toli main road, near bata showroom",083403 22576
Asian Paints Beautiful Homes Painting Service,Painter,"CHUNA BHANDAR, DIST",08071 681 347
Mosaic House,Paint store,"Amla toli main road, beside bata showroom",083403 22576
Jay Bajrang Traders,Paint store,"Main Road, Golambar - Jaso Rd",070041 81173
Maa Vindhyavasini Store (Paint),Paint store,"Main Road, Patna - Buxar Hwy",062999 92049
Himadri Traders,Paint store,"111, State Highway 13, Station Rd",091226 37217
"Rohit Paints,Hardware And Sanitary Store",Home goods store,FCI Rd,095768 03034
Nerolac Paints - Parwati And Sons,Paint store,"Hx4P+47G, near Satkar Marriage Hall",088530 79097
Parvati & son's,Paint store,"Buxar - Itarhi Rd, near sadhu baba mandir",088530 79097
Jumpy Pet Shop |Dumraon,Pet store,"Station Rd, near Bank Of Baroda",070045 59540
Har Har Mhadev 802101,Pet store,"Rohit Bhawan, 22, 802101, Kotwa Road",062076 11353
Chaudhary kennel & Pet shop,Pet store,"Ward no. 9, Banarpur bajar",072570 67541
"Kajaria Prima - Tiles Showroom in Ambassador Hotel, Buxar",Tile store,"Anand Tiles, Main Road, near Ambassador Hotel",093342 03050
Maa Kali Tiles and Sanitary,Tile store,HX66+MW9,097081 24939
Simpolo Ceramics,Tile store,"HXCQ+C6X, Bypass Rd, Near bus stand",094310 83839
Raj Tiles ( Kajaria),Tile store,"Chowk Syndicate,Golambar",099346 81756
Sipahi Building Material & Tiles,Building materials store,Golamber,099317 12624
Raj Marbles,Home goods store,Buxar - Chausa - Sasaram Rd,090063 65550
CK DECOR [WALLPAPERS & PVC PANELS],Wallpaper store,"Main Road, nahar, near Golambar - Jaso Road, near Cambridge school",095077 40734
Interior Wala ( JVS & Company),Interior designer,"Bazar Samiti Rd, near Nehru Smark High school",096087 73107
Aryan Furniture,Store,"HXHQ+4G6, Truck Syndicate, Main Road",098013 50256
Park Avenue,Clothing store,"Rangoli Shoping Mall, Buxar Main Rd, opp. Canara Bank",080 4495 3192
GARG SANITATION,Bathroom supply store,"Station Rd, near Chourasia Lodge",070040 85003
Aaditya Glass,Home goods store,Buxar Bharauli Rd,093344 04379
DREAM WALLS,Wallpaper store,Bypass Rd,088252 39874
CK DECOR,Interior designer,"Pal complex, Station Rd, near Railway station",098011 28838
Parvati & son's,Building materials store,"Buxar - Itarhi Rd, near sadhu baba mandir",088530 79097
Seraj Enterprises,Fabric store,"0000, Bypass Rd",090979 33767
Hareram Chaudhary Meet Shop,Mattress store,"Main Road, Gola Road",093045 53763
SUHAG STORES,Shopping mall,PP Rd,097082 83106
Rajesh Pent Shop,Paint store,"Simri Rd, near midil school",099550 29680
Assam Ply,Plywood supplier,Assam ply,094310 84023
Rudra Plywood and Hardware,Plywood supplier,Infront of nagar parishad,062038 60376
"Greenply Plywood (Agarwal Ply House) - Best Plywood Shop And Dealer In Purana Chowk, Buxar",Plywood supplier,purana chowk,093555 67731
"श्री साई प्लाई - Plywood, Doors, Windows, Hardware, Mica, Curtain Pipes",Plywood supplier,Collectraite Road,079922 35609
Sri Shyam HardWare,Plywood supplier,Amla toli mai read,099318 37376
"Greenply Plywood (Ganpati Ply House) - Best Plywood Shop And Dealer In Mithiya Mohalla, Buxar",Plywood supplier,"Matiya Road, opposite Doctor Gyan Prakash",093555 68183
KHADIM Buxar,Shoe store,"Amla Toli, Main Road",097089 79001
Liberty Exclusive Showroom,Shoe store,"Ward No-28, Krishna Talkies, Mahaveer Asthan Mandir Police Station, Block-Buxar House No-574 Muhalla- Turha Toli, Main Road",093407 65581
Red Chief Store,Shoe store,"Ward No. 28, Amla Toli Main Road, near Badi Devi Temple",070049 59659
Baba Bata,Shoe store,Amla Toli Main Road,094310 83537
Bata Shoe Store,Shoe store,"Ground Floor, Buxar Main Rd, beside Bank of India",062070 84252
DJ SHOE...,Shoe store,"Munim Chowk, near Indian Bank",091706 46141
J Shoe House,Shoe store,Natwar,095344 92611
Kumili Shoe House,Shoe store,"Shop No 01, near Khel Fild",073370 25332
Saheb Shoes,Shoe store,"101, Nayabhojur, Chik Toli, near Lohar Toli Chowk",076545 77981
New Fashion Shoe,Shoe store,"106, NH 922, near Khel Fild",070787 81602
"Buddha Boot House, Buxar",Shoe store,Khushi Marriage Hall,092798 62930
Master Leather Shoes,Shoe store,"101, Station Rd, near Durga Mandir",097083 18622
Aman Store,Shoe store,"Shop No 01, near Vishmitra Hospital",081918 82142
Max Foot wear Official,Shoe store,"Shop No-01, Munim Chowk, near by Indian Bank Rajendra Katra",097982 18626
Deepak Shoe House,Shoe store,"Buxar Ara Road Parari ,nesr Sah Para Buxar Ara Road Parari",094710 06388
Mahatab,Shoe store,"Shop No 01, near Chotki Samirpur Road",070172 05825
Ansari Shoo Store Dumari Road Naya Bhojpur,Shoe store,"Naya bhojpur , dumri rode P.s -dumraon, , Naya Bhojpur, Road",079790 08833
Rahmat footwear,Shoe store,"HX7H+HCC, Station Rd",088043 28107
New Fashion Footwear,Shoe store,"102 Bhariyar, Road Bhariyar, near Sabji Bajar",083401 05332
Parda Ghar,Window treatment store,"Shop No. 1, Laxmi Complex, Boring Rd, near chunnilal mega mart",082717 27385
__ThE__ReBeL__fAsHiOn__,Men's clothing store,Chaudhry Katra Munim Chowk,082108 44601
KESARIA DRESSES,Women's clothing store,Munim chouk,083402 92416
Van Heusen - Buxar,Clothing store,"Van Heusen Store, PR Road, Church Campus",079039 32212
Gaurav Fancy Dresses,Clothing store,"South, Collectraite Rd Buxar, near Hanuman Mandir",090979 36631
Anand Dress,Clothing store,PP Rd,091351 49327
Siya Synthetics,Clothing store,"HXGF+WX2, PP Rd, beside jaiswal dharmshala",079039 76282
Shri Krishna Vastralaya,Saree Shop,PP Rd,090971 63456
Monte Carlo,Clothing store,"PIPERPATI ROAD, in front of JAISWAL DHARAMSHALA",079039 21317
Haji Store,Saree Shop,"Talat Bhawan, 22, PP Rd",091425 44570
MOTA BHAI SAREE WALA,Saree Shop,NEAR DURGA MANDIR CHAUSA CHAUSA,082523 30477
Shri Vastram Vastralay,Saree Shop,Station Rd,076340 76842
Rastogi Dresses,Men's clothing store,By Pass Road,099845 46456
Buxar Reshine House,Clothing store,Natwar,093341 78291
D K GARMENTS,Clothing store,"101, near School",086515 38227
Crocodile Shop,Men's clothing store,Amla Toli Main Road,078700 04354
VIJAY SAREE BHANDAR,Clothing store,PP Rd,093346 25715
Ghunghat Saree,Saree Shop,17 And Puranachowk,076782 29673
SRI BALA JI DRESS,Clothing store,Natwar,062019 90822
Sanjay Kumar Gupta,Men's clothing store,PP Rd,095049 31260
Raj Laxmi Saree Ghar,Women's clothing store,Thana Rd,079090 64546
Sojal Verma Shop,Clothing store,Mohanai Road,076440 80778
Jyoti Machine Sadi Center,Women's clothing store,"Jyoti Bhawan, 12, Golambar - Jaso Rd",079799 27809
Mahadev Vastralay,Clothing store,"Dhurup Bhwan, 12, Arrah - Buxar Rd, near Maa Ambey Electric",093862 16649
Chintoo Fashion Point,Clothing store,"Shop Number 13, Munib Chowck",091020 89131
Roshan Sinha,Clothing store,"Shop No 01, near Collage Gate",062044 89258
Kohinoor Dresses,Clothing store,"101, grahta Khurd, Buxar Ara Road",062005 98564
Shubham Fashion Mall,Clothing store,Station Rd,098015 79448
Madhu Cloth Shop,Men's clothing store,"01, road",095760 08113
Unik Bag,Sportswear store,"Arun Bhawan, 104, Arrah - Buxar Rd",070041 55764
kailash enterprises,Wholesaler household appliances,Buxar Bharauli Rd,078703 70485
Usha Kitchen Centre & Bartan Dukan,General store,"PP Rd, near Union Bank",087897 90317
a,Appliance store,opp. Pariwar Resturant,099555 59545
Amit Crockery House & BARTAN STORE,Home goods store,Buxar - Itarhi Rd,079799 52090
Maa Tara Wholesale Centre,Wholesaler,"jail pain Road, beside Buniyadi school",080762 25466
Kunwar Jyoti Gas Agency,Gas Agency,"HX99+V9C, Buxar - Chausa - Sasaram Rd",06183 225 835
Shyam Pustak Stationery,Book store,SH 13,082523 38095
Mishra stationary Buxar,Store,"Itarhi road, Mahavir Nagar Near petrol pump, in front of sadhu baba Mandir",088628 10267
Bunty Book Centre,Book store,"Old Bus Stand,Near Red Cross Society",094723 02084
Pen N Pencil,Store,"Jail More, near Woodstock School",097160 84056
Rastogi Ji Sports Stationery,Stationery store,"Bangali tola, near SBI bank",080840 92393
Sanjay Khowa Bhandar,Book store,HXFC+5M6,078700 46618
Hindu Book Store,Book store,"Bajar, near Chhoti Masjid",070041 54989
Sanskriti Printing Press,Print shop,"Main Road Churamanpur, near Chandani Marriage Hall",093541 96784
Gyan Sagar Books & Stationary,Book store,"HXCF+RJR Nagar Parisad, Road",094317 81906
Student Corner,Book store,10,099555 33395
Book Town,Book store,Shop No 01 Td Collage Ground Rood,079034 88123
VESTIGE MAXX. DLCP,Office supply store,"Station Rd, in front of BUNIYADI SCHOOL",076541 65884
Nandlal Book Depo,Book store,"road, near M P high school",077830 13337
Shri Balaji Book & Stationery Point,Stationery store,HXFC+9MW,077393 51275
Maa Saraswati Stationery And Book Store,Book store,"Railway Station, near Tickets Counter",097177 84405
Nazir Arts,Rubber stamp store,"pp road, Pustakaalya road, near laziz pizza",093049 74245
Shahid Book Shop,Book store,12B,095544 31418
"Raju. Book, Binding",School,HXGG+WVG,094316 84760
Ajit Prasad Book Bhandar,Book store,"109 Chakki Laxman Dera Near Middle School Gayghat, Road",087099 82089
Chatra Pustak Bhandar,Book store,"Shop No 01, Ranpur Chsusa, near Chatra Pustak Bhandar",062012 24633
Shree Cyber Cafe,Book store,"15, LBT College Rd",079923 75405
Dilip Keshari Books & Stationery Shop,Book store,Unnamed Road,088585 42177
Om Books And Stationery,Book store,"Ahirouli, Patna - Buxar Hwy",070043 18198
P K Enterprise,Book store,Sanskar Choching,079922 56968
Lucky General Shop,Book store,"Lucky General Store, Julfajal Masjid Road",062013 32961
Genius Public School,Stationery store,Patna - Buxar Hwy,099310 38906
"Thyrocare Diagnostic Lab | Blood Test Centre - BUXAR, BIHAR",Diagnostic center,"MAIN ROAD, near MAHAVIR STHAN",099902 39271
Dr Lal PathLabs - Patient Service Centre,Diagnostic center,"Ground Floor, Jyoti Prakash Chowk, Station Rd, opposite Tanish Jewellers",080 6909 7944
PRAKASH PATHO LAB & AULTRASOUND CENTRE,Medical laboratory,"ITI pain rod, Shwet nagar Buxar, near buniyadi school, frot of jivika office",085217 08444
Redcliffe Labs - Collection Center,Diagnostic center,"Ground Floor, Nagar Parishad Road, near Makhan Bhog Sweets",079 6922 8404
SOUMYA ULTRASOUND & DIAGNOSTIC CENTER,Medical diagnostic imaging center,"Bypass Rd, near Shanichara Baba",094310 56494
Dr Lal PathLabs - Patient Service Centre,Diagnostic center,"4/5, Siddhnath Ghat Mathiya Rd, near Sub Jail",080 6256 5117
Lupin Diagnostics | Pathology Lab & Full Body Checkup in Buxar,Diagnostic center,"Nayan Medical Hall, Veer Kunwar Sigh Colony, ITI Field Road, Buxsar, Maharshi Vishwamitra Mahavidyalya",091555 59520
Jai Bharat Digital X Ray,Diagnostic center,Mathiya Rd,070504 00050
"Agilus Diagnostics - Itarhi Road, Buxar",Diagnostic center,Buxar - Itarhi Rd,062006 46286
Pathkind labs buxar,Diagnostic center,"Ward No 13, PP Road, Jahaj Ghat, near Alka Cenema Hall",087090 76351
"Thyrocare Diagnostic Lab | Blood Test Centre - Nai Bazar, Buxar",Diagnostic center,"Aluminium Factory Camps, opp. BDO Block Office",094310 84223
Bihar Digital X-Ray & OPG Centre,X-ray lab,"HXHJ+Q43, Buxar Hospital Rd",094302 19494
Life Line Diagnostic Center,Pathologist,1st floor neha nursing home,094312 35353
Dr Lal PathLabs – Patient Service Centre,Diagnostic center,infront of vishal mega mart,097089 68942
Health Care Pathology,Diagnostic center,"Jyoti Prakash Chowk, beside Telephone Exchange",099396 61624
Gangotri Labs,Pathologist,"Chitra Pushtak Bhandar, Main Road, near Auto Stand, near Nahar",073240 15063
IMC Ayush Herbal Center,Medical Center,"road, near Aurobindo ultrasound",079798 61334
Mohini Women's Care Clinic,Gynecologist,"Tez singh motor driving school ke paas, Bazar Samiti Rd",062029 52004
Apollo Diagnostics,Diagnostic center,"Satya Dev Ganj, Main Road, opp. Satya Dev Mill",096061 12399
Redcliffe Labs - Collection Center,Medical laboratory,"Ground Floor, Nagar Parishad Road, near Makhan Bhog Sweets",079 6922 8404
Lupin Diagnostics | Pathology Lab & Full Body Checkup in Buxar,Medical laboratory,"Nayan Medical Hall, Veer Kunwar Sigh Colony, ITI Field Road, Buxsar, Maharshi Vishwamitra Mahavidyalya",091555 59520
Unique mixing lab buxar,Photography studio,Nalband Toli,087899 07090
JYOTI STUDIO,Photography studio,Amla Toli Main Road,092344 50662
Dr Lal PathLabs - Patient Service Centre,Diagnostic center,"Ground Floor, Life Mall, Station Road",080 6256 4473
Balaji Dresses-Best School Uniform Shop in Aurangabad ! Best Readymade Garment Shop in Aurangabad,Clothing store,MG Rd,06186 357 267
Blackberrys,Clothing store,"Block More, Grand Trunk Rd, near Reliance Trend",096190 86023
Planet Fashion Aurangabad bihar pin code-824101,Store,"J. K. HOTEL, MG Rd",06186 359 913
Trishna Multi Store,Clothing store,Q93G+5GR,093042 70721
Manyavar,Men's clothing store,"Ground & 1st Floor, Old GT Rd, near Reliance Trends",080 3700 2509
FASHION HUB,Men's clothing store,"Q957+XHF, Old GT Rd",091133 84600
Fashion Emporium,Clothing store,Yodha Marg,085442 41822
City Fashion,Women's clothing store,"Q94H+F87, Nawadih Rd",097717 47581
"Balajee garments. Old gt road Aurangabad, Bihar",Clothing store,"Jamaican masjid, Old GT Rd, near Balajee electronic",084099 42141
YES SIR DRESSES,Clothing store,"1st FLOOR, Nagar parishad MARKET, near Sadar hospital gate",087976 37772
CPR FASHION MEN'S WEAR,Clothing store,"Devi Mandir, near Devi Mandir",078590 07877
Ahilya Fashion,Clothing store,"Q92C+M8J, MG Rd",070046 09828
K.N. MINI MALL,Clothing store,"P9XG+888, Pathan Toli Rd",094712 83832
Aanchal Vastralay wholesale cloth showroom,Clothing store,"Bengali market, near jama masjid",094300 58314
SIYARAM'S SHOP,Clothing store,"Q929+8VQ, M.G, Aurangabad-Rafiganj Rd",022 3040 0500
The Raymond shop,Clothing store,"Old GT Rd, near Jama Masjid",080 4493 8951
Jockey Exclusive Store,Clothing store,"Ward No 11, MG Road, Ramesh Chowk, behind Laxmi Narayan Mandir, near Hotel JK",096935 46453
Lee Exclusive Showroom,Clothing store,"Maharajganj Rd, beside Allahabad Bank",077392 33545
new collection,Clothing store,"chhoti masji Misha khan masjid, Old GT Rd",075418 82829
Ganga Jamuna & School Dress Wala,Clothing store,Old GT Rd,087891 68418
"Dream Girl Mini Mall, Aurangabad Bihar",Clothing store,"Andar Bazar Chudi Gali, near Jama Masjid",097984 31684
Metro Garments,Clothing store,"Kaushalya Complex, Yamunanagar Rd, near Durga Mandir",078080 22807
Fashion Bhumi,Clothing store,"P9XJ+65X, Dharamshala Rd",090067 32987
Lawman Pg3 Killer Store,Clothing store,Q92G+WF6,088099 85779
Chanda Mama Garments,Women's clothing store,"Old GT Rd, beside होटल डायमंड",094304 04485
Liberty Exclusive Showroom,Shoe store,"Navjodic Sadan, Kunda House, Daruka Centre, Maharajganj Rd",082714 10256
Firstcry.com Store Aurangabad Bihar,Baby store,"Old GT Rd, beside Reliance Trends, opposite Mawar Complex",062078 41350
Sansar Tailors,Tailor,Old GT Rd,099348 28038
Desi boy's exclusive men's shop,Clothing store,"P9RJ+J99, Yamunanagar Rd",079889 34059
Pari Garments,Men's clothing store,Old GT Rd,082102 69387
zam zam garments,Store,"kaushalya complex, near sona hotel dharmsala road",082104 07971
WaFa fashion,Clothing store,near Noushad general store,095084 90553
Mahi Garments,Clothing store,"P9XG+HHG, Pathan Toli Rd",062001 46746
Ritika Readymade Garments,Clothing store,"Karma Rd, behind roasi mart",087804 07007
Pink Wings,Women's clothing store,"Naga bigha Naga bigha road MG Road, Naga Bigha Road, opp. Dalmia Bazar",086609 76693
Prakash vastralaya,Clothing store,Patna - Aurangabad Rd,099391 23675
Spykar,Clothing store,"Old GT Rd, near Reliance Trends",080026 52400
Pahnawa Fashion Hub,Clothing store,"Pahnawa Fashion Hub, Kara Bazar Rd",072505 50182
Maa Durga vastralaya Rama bandh bus stand Aurangabad Bihar,Clothing store,bus stand,082928 63138
Bata Shoe Store,Clothing store,"Vijay Complex Maharajganj Road, Shubham Rd, near Hotel",093343 50164
Rajdhani Cycle Shop,Bicycle wholesaler,Old GT Rd,093047 43946
R.S CUT PIECE CENTRE,Clothing store,Pathan Toli Rd,098308 84855
Arohi Men's Wear,Men's clothing store,"Ward No 10, Obra - Rafiganj Rd",077629 39034
Chandan Fashion Mart,Clothing store,"QGXQ+CHC, Aurangabad-Rafiganj Rd, near kanchnpur, more",070042 59669
Masoom Group's,Clothing store,"Shop No 10, Jagpati Market, Old GT Rd, near Sadar Hospital",094319 78016
Hr Collection,Clothing store,HR Collection Madarsa Market,092635 19148
uttam vastralaya,Clothing store,Goh dist aurangabad,088028 31899
Lee,Clothing store,"Q929+47P Arib Enterprises, MG Rd",099555 48600
Sumit vastralaya and Redemade shop,Clothing store,near at Durga mandir,075620 61711
